TrackingNumber,Carrier,DeliveryDate
00195816873,eShipper,8/2/2011
00094399982,eShipper,3/24/2010
00504849825,Freightera,5/12/2020
00321953495,eShipper,5/6/2013
00429355355,eShipper,7/23/2018
00333204666,eShipper,4/1/2010
00624993147,Canada Post,7/28/2015
00617731586,Freightera,11/7/2021
00244024980,eShipper,11/6/2017
00795997290,DHL Express,7/23/2020
00071013414,Freightera,1/13/2020
00269943063,DHL Express,5/5/2020
00141647298,DHL Express,9/26/2018
00329306125,Canpar Express,11/30/2015
00173802908,eShipper,2/5/2016
00797145652,DHL Express,1/20/2016
00368962733,Purolator,8/18/2019
00428746320,Purolator,5/29/2013
00915912798,Purolator,4/17/2018
00606930409,Purolator,6/13/2019
00891420426,eShipper,2/12/2020
00870443280,Freightera,2/7/2018
00029564964,Freightera,11/2/2020
00118309034,Canpar Express,11/15/2011
00731432393,Purolator,12/9/2021
00946121170,eShipper,5/12/2018
00701595687,Freightera,10/15/2021
00678000512,Freightera,3/17/2016
00685018316,Freightera,9/1/2021
00162060951,Purolator,6/14/2020
00466965044,DHL Express,9/1/2016
00128572970,Freightera,12/11/2019
00979190480,Canada Post,4/30/2015
00359678954,Purolator,4/11/2012
00176993056,Canada Post,11/2/2020
00113301011,Canada Post,12/15/2020
00300114239,Canpar Express,10/28/2018
00820225388,eShipper,10/2/2010
00628734690,eShipper,2/14/2019
00267122425,DHL Express,6/23/2018
00940224124,Purolator,10/25/2018
00767720979,Purolator,7/14/2014
00023692396,Canpar Express,2/25/2017
00743933198,Freightera,4/29/2019
00856785319,Canada Post,12/3/2014
00460096517,Purolator,5/7/2011
00135382033,Canpar Express,9/28/2012
00141590192,Purolator,3/8/2019
00042690098,Purolator,1/6/2016
00716704130,eShipper,9/7/2011
00421759258,Purolator,9/14/2017
00906005348,Canpar Express,6/1/2015
00910763876,Freightera,6/12/2011
00308604630,Canpar Express,10/13/2013
00955837133,eShipper,12/12/2012
00291925311,Canpar Express,1/8/2016
00983683354,Canada Post,6/28/2017
00993447669,DHL Express,9/4/2015
00342302421,Freightera,10/13/2019
00672142158,eShipper,3/10/2017
00680340773,Purolator,3/22/2011
00671629340,Purolator,4/10/2017
00718947205,Canada Post,3/19/2017
00924504332,Freightera,2/2/2019
00517378780,Freightera,2/4/2012
00003925920,Canada Post,8/2/2016
00014414077,Canpar Express,7/7/2019
00537851766,eShipper,6/13/2016
00125590607,Purolator,5/12/2020
00136975055,Canada Post,9/30/2021
00867059433,DHL Express,4/5/2014
00856696394,DHL Express,8/29/2010
00920973593,Canada Post,3/2/2018
00945935619,Freightera,1/31/2021
00634679527,eShipper,7/11/2015
00499085149,Canada Post,3/10/2012
00922312401,Purolator,4/19/2013
00958768101,Canpar Express,12/18/2013
00477089445,eShipper,6/11/2012
00537054745,DHL Express,4/7/2018
00415851712,Canada Post,5/5/2012
00842938899,Canpar Express,3/16/2017
00069557646,Freightera,10/20/2019
00121891524,eShipper,8/8/2013
00340166552,Purolator,11/23/2014
00647001835,Purolator,11/10/2014
00629315373,Canpar Express,6/5/2019
00920044097,eShipper,5/27/2015
00992783886,DHL Express,1/24/2020
00294289775,Purolator,6/29/2011
00316766405,Canada Post,10/14/2012
00541189360,Canpar Express,7/14/2017
00907693814,Canada Post,12/11/2013
00233823570,Purolator,5/23/2019
00630322387,Purolator,3/15/2013
00096256663,Canpar Express,6/14/2015
00583900944,Canpar Express,4/3/2011
00356449803,Freightera,10/7/2017
00160329130,DHL Express,8/29/2012
00647583972,DHL Express,4/14/2014
00395571732,eShipper,5/22/2015
00197350497,Canpar Express,8/27/2013
00342986295,eShipper,4/30/2019
00283024359,Canpar Express,1/29/2019
00530660713,eShipper,8/16/2011
00697875713,Canpar Express,10/4/2011
00985371904,Canada Post,8/14/2011
00337096393,Canpar Express,12/31/2015
00220540150,Purolator,10/1/2021
00186249488,Purolator,7/20/2018
00245375913,Freightera,12/7/2017
00128867741,Freightera,3/27/2014
00834621984,DHL Express,1/4/2016
00830095555,Freightera,4/16/2011
00520140774,Purolator,3/2/2014
00157321142,Freightera,7/31/2011
00243779994,DHL Express,3/4/2016
00271515234,DHL Express,3/23/2018
00687696523,Freightera,3/13/2018
00818471141,Purolator,11/2/2015
00032117814,Canpar Express,8/5/2021
00473377878,Canpar Express,6/14/2017
00879892035,Canada Post,9/21/2018
00983345991,DHL Express,10/6/2011
00219702930,Freightera,9/7/2018
00054088619,Purolator,12/13/2011
00603127388,Canpar Express,9/12/2021
00512939064,DHL Express,1/31/2012
00091669732,Canada Post,9/15/2011
00585504910,eShipper,5/1/2021
00848371466,Purolator,1/22/2019
00062291852,Purolator,12/14/2015
00098200697,eShipper,8/14/2013
00910430280,Canada Post,7/12/2012
00814623224,Purolator,5/17/2014
00100251742,DHL Express,10/4/2014
00403409844,eShipper,5/7/2015
00160903483,DHL Express,11/23/2018
00374501268,eShipper,12/12/2017
00597748373,Canada Post,8/29/2021
00036330435,Purolator,5/8/2018
00687141820,Canpar Express,2/13/2013
00636464438,Canpar Express,12/12/2011
00789546889,eShipper,5/17/2012
00607886002,Canada Post,6/13/2011
00691708305,Canpar Express,4/19/2016
00690329418,eShipper,9/1/2020
00156850582,Canpar Express,9/18/2020
00338069603,Purolator,6/24/2021
00165819131,Canada Post,7/2/2017
00226643914,eShipper,7/12/2014
00762712832,Purolator,4/26/2013
00773885952,Freightera,9/3/2014
00002911486,DHL Express,9/14/2014
00038212209,Canpar Express,2/11/2015
00954946826,DHL Express,8/27/2012
00780954337,Purolator,8/9/2018
00047160027,eShipper,10/20/2012
00507086140,Freightera,3/19/2018
00339725472,Freightera,5/19/2014
00158169553,eShipper,3/11/2015
00078897493,DHL Express,6/24/2016
00819356639,Purolator,1/24/2011
00513716703,Freightera,4/13/2019
00541348657,DHL Express,5/20/2012
00095064065,Canada Post,11/6/2014
00877531824,Canpar Express,4/1/2013
00539321190,Canada Post,5/28/2014
00645559481,Canada Post,7/26/2017
00312741967,Canada Post,2/16/2020
00584331036,Canada Post,10/16/2019
00563610789,eShipper,8/8/2018
00382305248,DHL Express,3/15/2015
00186697932,eShipper,2/25/2018
00926830161,Purolator,12/18/2011
00353789112,Canpar Express,1/7/2018
00802274310,Purolator,2/23/2020
00480070985,Purolator,1/17/2021
00878062743,Canada Post,6/25/2017
00377265326,Canada Post,7/6/2012
00029639397,Canada Post,2/9/2018
00860507356,Purolator,5/8/2016
00555283367,Freightera,2/25/2018
00135259894,Freightera,2/21/2014
00277581294,Canpar Express,6/6/2021
00002970418,DHL Express,1/12/2018
00295587291,DHL Express,7/14/2013
00022503107,Freightera,10/30/2011
00930512069,Freightera,10/11/2020
00114163571,Canpar Express,3/21/2014
00442864896,Canpar Express,9/26/2014
00079363836,Canada Post,3/4/2019
00009501420,Freightera,6/10/2016
00776790387,Canada Post,5/29/2020
00865714686,Canada Post,6/6/2012
00441601122,Canada Post,7/3/2016
00949254615,Purolator,2/7/2011
00193602388,Freightera,5/26/2019
00227762206,eShipper,11/8/2015
00989772989,Freightera,12/13/2011
00513916785,Canada Post,7/11/2012
00518445372,Canpar Express,3/26/2016
00289004147,Purolator,12/27/2015
00005929302,eShipper,11/5/2019
00180948978,Canada Post,3/31/2017
00014596406,Canpar Express,9/21/2018
00241989347,DHL Express,6/25/2017
00082566342,Freightera,11/24/2012
00884946478,Freightera,10/21/2016
00267787148,Canada Post,10/13/2016
00117360093,Freightera,9/23/2011
00858285530,Freightera,12/30/2020
00635646270,Freightera,12/11/2016
00599372001,Purolator,10/4/2018
00124312645,Freightera,10/23/2019
00686095556,DHL Express,2/6/2015
00569878502,Canpar Express,10/4/2014
00692800628,eShipper,10/10/2015
00520649713,eShipper,10/8/2014
00999058207,Freightera,2/15/2011
00964133493,Freightera,3/16/2020
00793184878,DHL Express,3/26/2020
00055714319,DHL Express,12/10/2017
00141543305,Freightera,1/9/2013
00099922434,Freightera,9/13/2017
00035274341,eShipper,3/7/2019
00964951172,Purolator,6/24/2014
00725579531,DHL Express,7/25/2021
00225956197,DHL Express,9/2/2014
00628012426,eShipper,6/14/2019
00661443495,Freightera,3/20/2017
00847345543,Freightera,2/22/2017
00071270013,Canada Post,2/25/2016
00881400166,Freightera,1/15/2019
00450854029,Canada Post,11/12/2017
00526131514,eShipper,6/13/2015
00358644752,Purolator,10/24/2014
00095283890,Canpar Express,2/16/2016
00987994374,Canpar Express,4/27/2010
00420108862,DHL Express,12/19/2016
00200067613,Canpar Express,4/20/2012
00977955087,eShipper,12/12/2011
00500487586,eShipper,10/8/2016
00275170696,DHL Express,1/18/2016
00706512808,Canpar Express,7/12/2017
00721097853,DHL Express,7/3/2014
00679401352,DHL Express,5/12/2013
00630595660,eShipper,9/14/2016
00815702134,Canpar Express,10/20/2012
00143490768,eShipper,6/24/2021
00388004873,Canada Post,8/31/2015
00090683879,Freightera,11/15/2010
00263349148,Purolator,2/28/2015
00827423578,Freightera,7/28/2015
00599351077,Freightera,9/25/2013
00486655905,Purolator,1/14/2010
00290562592,Canada Post,5/23/2021
00250977944,Purolator,8/31/2019
00958845505,Canpar Express,5/8/2010
00110796757,Canpar Express,11/15/2020
00886846442,Purolator,3/7/2013
00654725766,DHL Express,12/22/2018
00179523612,Canpar Express,8/23/2019
00903541925,Canada Post,11/5/2017
00715132994,Canada Post,7/6/2011
00042629508,DHL Express,10/2/2018
00828476595,Purolator,10/27/2011
00926478453,Freightera,1/25/2018
00065520745,eShipper,10/14/2021
00143489983,Purolator,10/31/2012
00764486124,Canpar Express,7/6/2014
00923639780,Freightera,7/29/2013
00597206006,eShipper,10/1/2020
00063516968,Canada Post,11/14/2012
00937001875,Freightera,11/28/2012
00035183694,Canada Post,6/7/2021
00706244262,Freightera,12/30/2019
00492426677,eShipper,11/23/2015
00144370250,DHL Express,11/21/2014
00311824634,eShipper,3/10/2017
00567567914,Freightera,4/10/2010
00152642201,Canada Post,3/28/2013
00841533459,Canpar Express,5/29/2020
00018382209,eShipper,11/6/2013
00028661838,Freightera,11/5/2012
00960453234,Freightera,6/9/2019
00876469468,Canpar Express,3/10/2018
00868075402,DHL Express,2/16/2010
00233617047,Canada Post,11/15/2014
00490809040,Canada Post,6/26/2021
00365827031,Freightera,5/19/2020
00290754147,Canpar Express,3/7/2012
00809065629,eShipper,10/6/2011
00278033585,Freightera,5/7/2021
00858751702,Purolator,11/26/2011
00958727147,Canpar Express,10/11/2010
00869165054,Canpar Express,11/8/2015
00911883307,eShipper,9/25/2020
00038123231,eShipper,6/13/2012
00215996604,DHL Express,2/16/2011
00569643231,Canada Post,9/23/2014
00814511930,Freightera,4/1/2019
00690907002,DHL Express,5/6/2016
00119139013,Canpar Express,3/17/2016
00156282263,Freightera,6/29/2014
00817823904,DHL Express,10/19/2015
00433792706,Canada Post,11/15/2018
00368008332,Canpar Express,4/28/2020
00496929350,eShipper,5/28/2012
00641109285,eShipper,4/13/2018
00865260293,eShipper,3/9/2014
00608491981,Canpar Express,9/9/2015
00520222938,DHL Express,7/23/2017
00346767440,Canpar Express,3/26/2013
00113831231,Canpar Express,5/14/2014
00925308971,Purolator,7/16/2012
00385240910,Canpar Express,8/17/2015
00136414214,DHL Express,2/3/2013
00443539037,Freightera,11/19/2017
00279041454,eShipper,2/3/2017
00267920182,eShipper,3/4/2012
00919396895,Freightera,2/20/2012
00001888826,Purolator,4/27/2020
00626440230,DHL Express,11/15/2015
00969727643,Freightera,12/26/2014
00890020864,Canpar Express,8/11/2014
00933128532,Purolator,7/26/2016
00879593984,DHL Express,3/8/2021
00239496763,Purolator,8/25/2010
00749909076,Purolator,10/21/2017
00196567065,Canpar Express,7/18/2020
00287988634,Purolator,12/28/2019
00661013890,Canada Post,5/14/2013
00424020376,Canada Post,11/23/2013
00882224760,Purolator,3/25/2018
00317142020,eShipper,8/20/2011
00920113814,Canpar Express,12/4/2020
00387353252,Canpar Express,6/17/2015
00418488172,Purolator,10/5/2011
00088674952,Canpar Express,7/20/2021
00783400346,eShipper,12/27/2014
00104272335,eShipper,10/27/2019
00507552965,Canpar Express,12/10/2021
00109858502,Freightera,3/2/2011
00879928275,Canpar Express,11/11/2013
00686222845,Freightera,9/17/2010
00411349137,Canpar Express,8/19/2017
00554113636,Canpar Express,2/9/2012
00736345079,DHL Express,5/15/2021
00717351012,Purolator,5/25/2017
00560122298,Canpar Express,3/3/2018
00227905653,eShipper,9/3/2017
00493269416,Purolator,10/30/2010
00172160113,Canada Post,4/5/2011
00392898712,Freightera,9/7/2019
00418797373,DHL Express,9/8/2015
00916865984,Freightera,3/19/2012
00572791067,Purolator,6/15/2018
00243099408,DHL Express,12/23/2014
00527962140,Purolator,11/1/2011
00495319248,Canada Post,3/25/2014
00685789184,Purolator,7/28/2017
00708032210,DHL Express,10/11/2018
00093095129,Canada Post,6/13/2011
00489709683,Purolator,11/7/2018
00878086299,Canada Post,10/1/2011
00710183692,Purolator,12/26/2020
00638568814,Purolator,12/24/2014
00907033446,DHL Express,8/16/2015
00581802966,Freightera,11/5/2015
00592135724,eShipper,8/26/2016
00587110363,DHL Express,4/16/2012
00212345407,Canada Post,9/3/2010
00240697479,Freightera,7/30/2010
00394283654,Canpar Express,7/17/2014
00810099046,Purolator,3/26/2016
00105063064,DHL Express,3/2/2015
00397601200,Canpar Express,8/12/2011
00002483004,eShipper,2/5/2010
00932799480,eShipper,10/21/2012
00213395378,eShipper,5/29/2019
00666923324,Purolator,2/26/2018
00095546927,Freightera,6/29/2011
00021684522,Canada Post,5/7/2015
00598718875,eShipper,4/1/2014
00337018294,DHL Express,10/2/2021
00701911448,Canpar Express,12/7/2016
00095650608,eShipper,7/8/2018
00628655162,Purolator,5/31/2010
00213884047,eShipper,8/4/2010
00694045205,Purolator,5/26/2013
00547082805,Purolator,10/27/2015
00629272561,Purolator,8/17/2017
00377348699,Canpar Express,11/6/2013
00507866213,Purolator,11/3/2015
00990333303,Freightera,12/21/2011
00442343910,DHL Express,7/20/2014
00297568787,Canpar Express,5/3/2020
00107545966,DHL Express,3/12/2017
00626698752,DHL Express,2/15/2015
00072176510,Canpar Express,6/16/2014
00306449319,Canpar Express,6/12/2012
00386379035,eShipper,11/26/2016
00149776105,Purolator,7/28/2018
00664588287,Purolator,3/8/2013
00498056517,DHL Express,4/23/2011
00048486986,DHL Express,12/8/2016
00097731948,Purolator,5/27/2020
00446832388,DHL Express,8/17/2018
00562201767,Purolator,1/25/2021
00546409408,Purolator,2/5/2012
00817110147,Canpar Express,5/26/2014
00160563029,Purolator,10/8/2018
00008130486,Canpar Express,8/11/2010
00985235813,DHL Express,11/17/2011
00040818672,eShipper,2/24/2015
00374967960,Canpar Express,11/7/2011
00665004099,DHL Express,10/16/2021
00607498501,Freightera,4/13/2010
00048709738,Purolator,9/16/2011
00906210563,Freightera,3/14/2010
00349742388,eShipper,12/11/2017
00308646467,Freightera,10/11/2018
00571382081,Canada Post,11/27/2011
00900492945,DHL Express,4/2/2021
00114020068,Freightera,11/30/2010
00924288702,Purolator,7/17/2015
00493698718,eShipper,5/8/2012
00953333345,eShipper,9/19/2020
00499429196,Canada Post,7/1/2019
00379163175,eShipper,8/3/2011
00848358834,DHL Express,4/8/2014
00714991264,Purolator,3/11/2020
00626066626,DHL Express,6/27/2020
00213427330,Canpar Express,5/18/2014
00660970632,Freightera,7/1/2016
00922422676,Purolator,6/25/2014
00156330331,Freightera,6/3/2011
00094581882,Canada Post,11/26/2018
00175267194,Purolator,11/12/2019
00521216966,Canada Post,10/13/2015
00653454576,Canpar Express,2/14/2010
00284075485,Canada Post,7/13/2016
00817935421,Purolator,8/25/2017
00521659720,Canada Post,6/11/2020
00166179259,eShipper,3/28/2011
00796487223,Freightera,12/1/2016
00221529241,Purolator,12/2/2019
00347948069,Canpar Express,7/6/2012
00447624093,Freightera,8/29/2013
00879510924,Freightera,5/2/2012
00528866489,Freightera,9/25/2020
00858132966,DHL Express,11/12/2020
00073864189,Purolator,7/17/2019
00520487726,Purolator,10/1/2017
00861140762,DHL Express,5/13/2015
00686981185,Canpar Express,12/10/2017
00601325134,Purolator,7/15/2015
00091303612,Canada Post,3/12/2011
00731220004,Freightera,9/18/2020
00671424221,DHL Express,3/17/2011
00646307629,Freightera,6/18/2021
00700467516,Canada Post,12/15/2013
00684073075,Canpar Express,1/23/2020
00841240021,eShipper,2/26/2020
00108640604,Purolator,4/3/2013
00556252335,eShipper,2/5/2015
00091236727,Freightera,11/13/2012
00105940796,DHL Express,3/21/2013
00355055780,Freightera,12/2/2019
00432246812,DHL Express,7/18/2014
00386328011,Canada Post,11/18/2013
00963414188,eShipper,7/31/2020
00163156828,Canada Post,4/11/2012
00085008506,Freightera,7/9/2011
00221286039,Canpar Express,2/17/2018
00710147158,Freightera,5/3/2016
00033009791,Canada Post,1/9/2012
00581409076,Freightera,9/5/2016
00150241902,Canada Post,4/18/2015
00688166396,Canada Post,4/24/2020
00151208628,Canada Post,8/22/2019
00479102881,Canada Post,5/7/2016
00215441888,Freightera,3/26/2020
00633478899,eShipper,9/20/2011
00084373511,Purolator,4/30/2015
00029347096,Freightera,11/12/2012
00915813792,Freightera,10/30/2011
00253393285,Freightera,8/10/2017
00836446994,eShipper,7/22/2020
00043603944,Purolator,4/13/2011
00535729671,DHL Express,2/12/2013
00248917503,Purolator,6/30/2013
00114150578,eShipper,12/27/2013
00711360091,DHL Express,8/28/2018
00220301136,eShipper,8/4/2018
00580526976,Canada Post,9/9/2011
00029124315,eShipper,1/23/2010
00876085784,DHL Express,6/2/2012
00431750566,eShipper,7/30/2011
00884889576,Canpar Express,11/8/2013
00038555338,Purolator,10/4/2011
00269223350,Freightera,11/26/2020
00816029412,Canpar Express,5/17/2017
00794877999,eShipper,5/26/2010
00718850876,Canada Post,4/16/2014
00010755617,Canpar Express,3/4/2017
00842316011,Canada Post,9/11/2019
00047268961,Purolator,1/10/2020
00829689390,DHL Express,1/13/2011
00003004343,Canpar Express,11/6/2010
00439802829,Canpar Express,11/25/2014
00856753754,Canpar Express,10/21/2018
00583347945,eShipper,4/23/2020
00506907796,Canpar Express,11/26/2021
00033596381,Purolator,5/2/2013
00675084297,eShipper,10/22/2011
00084535223,eShipper,8/2/2021
00897134649,Canpar Express,8/31/2020
00329234152,Canpar Express,9/30/2016
00438279480,DHL Express,2/14/2019
00538506496,Freightera,6/25/2010
00102282081,Purolator,2/5/2010
00595665701,Freightera,6/21/2020
00087232354,Canada Post,5/9/2017
00748093804,Freightera,6/25/2015
00092224536,Purolator,6/4/2019
00528948884,Purolator,2/22/2014
00436572766,Canpar Express,1/5/2021
00058897547,eShipper,1/4/2011
00643572388,Canada Post,2/24/2015
00140784955,Canada Post,11/11/2015
00687063231,Canpar Express,2/13/2018
00542564181,Canpar Express,11/4/2021
00314573836,DHL Express,7/14/2013
00248049595,DHL Express,7/20/2017
00630536845,DHL Express,3/19/2019
00616290458,Canpar Express,5/7/2013
00339117921,eShipper,11/10/2018
00589230605,Canpar Express,8/9/2010
00061232014,Canpar Express,2/6/2015
00489070731,eShipper,4/28/2015
00650174360,Purolator,10/9/2016
00416239706,Canada Post,7/3/2016
00349515071,Canada Post,2/6/2012
00941102947,Canada Post,11/12/2011
00550775313,eShipper,12/13/2019
00152723448,Purolator,6/2/2019
00409387108,DHL Express,11/14/2010
00531183406,Canada Post,8/19/2010
00872731064,Canpar Express,10/13/2014
00177762433,eShipper,1/30/2014
00028552249,Freightera,7/24/2013
00509724858,Purolator,8/18/2013
00314926776,Freightera,1/9/2019
00854496527,Freightera,1/30/2020
00245995979,eShipper,2/6/2013
00149636346,Purolator,11/19/2012
00018686846,eShipper,11/28/2015
00835786778,Canada Post,5/26/2019
00053388631,eShipper,6/28/2017
00126306149,Canpar Express,9/21/2010
00751439757,eShipper,3/16/2015
00893946652,DHL Express,7/8/2017
00675239935,Canada Post,4/10/2014
00901703029,Canada Post,10/25/2012
00969203577,DHL Express,5/28/2014
00127516939,eShipper,7/30/2014
00340678684,DHL Express,10/17/2018
00238929439,Freightera,5/22/2018
00518792465,DHL Express,9/15/2020
00417769732,DHL Express,3/1/2016
00770402799,Freightera,4/9/2016
00454891433,Canpar Express,1/15/2013
00805273130,DHL Express,1/25/2021
00255803550,DHL Express,8/28/2015
00093527717,Canada Post,2/7/2010
00501589789,Purolator,9/1/2021
00757324201,Canada Post,11/29/2011
00584294814,eShipper,7/28/2020
00670601008,eShipper,3/19/2013
00883206437,Canpar Express,5/2/2011
00380791638,Canpar Express,8/20/2021
00435916236,Canpar Express,1/6/2018
00739395990,Freightera,3/7/2010
00250428694,Canpar Express,12/12/2012
00546301367,eShipper,2/25/2014
00971656396,Canpar Express,4/29/2014
00286219707,Canada Post,7/23/2017
00745580620,Canpar Express,4/27/2015
00611830993,Purolator,4/6/2011
00636698867,Freightera,11/26/2011
00217791471,DHL Express,5/27/2013
00307235432,Purolator,4/5/2010
00057849460,Canpar Express,9/25/2012
00184259317,DHL Express,10/11/2020
00999910829,eShipper,4/6/2014
00615865442,Canada Post,10/24/2015
00043763864,Purolator,8/5/2020
00502323910,Purolator,2/27/2019
00280994499,Freightera,8/18/2018
00699058861,DHL Express,3/21/2016
00615454067,Canpar Express,5/2/2015
00177443834,DHL Express,9/11/2012
00494776480,Canpar Express,1/11/2013
00072812634,DHL Express,2/15/2013
00858808295,Canada Post,7/25/2017
00717168538,eShipper,10/21/2018
00027919878,Canada Post,7/3/2010
00801859440,eShipper,2/14/2019
00253154325,Freightera,2/4/2012
00301037633,Canpar Express,12/13/2011
00788536089,Purolator,2/26/2016
00125130710,eShipper,9/9/2015
00604849062,Purolator,4/5/2015
00264154274,Canpar Express,2/21/2013
00114913841,DHL Express,1/10/2015
00063201836,Canpar Express,9/28/2015
00332732618,Purolator,2/13/2020
00035692583,eShipper,7/23/2020
00051704803,Purolator,2/7/2016
00141450151,Canada Post,1/17/2011
00033241875,Canada Post,11/1/2012
00029294214,Canada Post,5/13/2017
00162231411,Canpar Express,2/26/2021
00657039840,Canpar Express,11/11/2017
00190339261,Freightera,3/9/2021
00455054255,DHL Express,3/16/2017
00716140359,Canada Post,7/23/2018
00532437931,Canada Post,2/20/2012
00673838555,Purolator,9/1/2016
00639329865,eShipper,1/10/2017
00063230624,Freightera,12/15/2013
00130389502,eShipper,12/16/2018
